# Boroson optical Fe template
# log10(wave)  flux (erg/s/cm2/A)
3.7102555726  1.054401E-15
3.7104094715  1.027427E-15
3.7105633704  9.841275E-16
3.7107172693  9.622833E-16
3.7108711682  9.334008E-16
3.7110250671  8.838887E-16
3.711178966  8.733902E-16
3.7113328649  8.548329E-16
3.7114867638  8.380878E-16
3.7116406627  8.492512E-16
3.7117945616  8.269243E-16
3.7119484605  8.492512E-16
3.7121023594  9.052010E-16
3.7122562583  9.667329E-16
3.7124101572  1.061755E-15
3.7125640561  1.145614E-15
3.712717955  1.453006E-15
3.7128718539  1.542447E-15
3.7130257528  1.754818E-15
3.7131796517  2.051180E-15
3.7133335506  2.182451E-15
3.7134874495  2.178508E-15
3.7136413484  2.052099E-15
3.7137952473  1.793444E-15
3.7139491462  1.495411E-15
3.7141030451  1.291807E-15
3.714256944  1.244296E-15
3.7144108429  1.282926E-15
3.7145647418  1.325155E-15
3.7147186407  1.354191E-15
3.7148725396  1.408832E-15
3.7150264385  1.448687E-15
3.7151803374  1.433957E-15
3.7153342363  1.452422E-15
3.7154881352  1.611591E-15
3.7156420341  1.837172E-15
3.715795933  1.952612E-15
3.7159498319  1.850279E-15
3.7161037308  1.563135E-15
3.7162576297  1.236286E-15
3.7164115286  1.008259E-15
3.7165654275  9.257529E-16
3.7167193264  9.076247E-16
3.7168732253  8.509222E-16
3.7170271242  7.570045E-16
3.7171810231  7.144559E-16
3.717334922  7.578684E-16
3.7174888209  8.625537E-16
3.7176427198  9.740986E-16
3.7177966187  1.047379E-15
3.7179505176  1.106810E-15
3.7181044165  1.191678E-15
3.7182583154  1.322923E-15
3.7184122143  1.494935E-15
3.7185661132  1.699094E-15
3.7187200121  1.888881E-15
3.718873911  1.975669E-15
3.7190278099  1.897578E-15
3.7191817088  1.694458E-15
3.7193356077  1.508961E-15
3.7194895066  1.344559E-15
3.7196434055  1.166525E-15
3.7197973044  1.003472E-15
3.7199512033  9.546156E-16
3.7201051022  9.331098E-16
3.7202590011  9.275280E-16
3.7204129  9.331098E-16
3.7205667989  9.667329E-16
3.7207206978  1.022550E-15
3.7208745967  1.084082E-15
3.7210284956  1.134317E-15
3.7211823945  1.257381E-15
3.7213362934  1.357984E-15
3.7214901923  1.670959E-15
3.7216440912  1.872299E-15
3.7217979901  2.121751E-15
3.721951889  2.309131E-15
3.7221057879  2.440074E-15
3.7222596868  2.421912E-15
3.7224135857  2.284460E-15
3.7225674846  2.115485E-15
3.7227213835  1.975221E-15
3.7228752824  1.853115E-15
3.7230291813  1.701508E-15
3.7231830802  1.518255E-15
3.7233369791  1.331056E-15
3.723490878  1.169232E-15
3.7236447769  1.051531E-15
3.7237986758  1.007184E-15
3.7239525747  9.976986E-16
3.7241064736  9.724388E-16
3.7242603725  9.400339E-16
3.7244142714  9.830704E-16
3.7245681703  1.065496E-15
3.7247220692  1.183793E-15
3.7248759681  1.342387E-15
3.725029867  1.531723E-15
3.7251837659  1.762846E-15
3.7253376648  2.058868E-15
3.7254915637  2.348088E-15
3.7256454626  2.473618E-15
3.7257993615  2.322518E-15
3.7259532604  1.993182E-15
3.7261071593  1.700877E-15
3.7262610582  1.532732E-15
3.7264149571  1.455705E-15
3.726568856  1.407348E-15
3.7267227549  1.346074E-15
3.7268766538  1.359342E-15
3.7270305527  1.430933E-15
3.7271844516  1.434511E-15
3.7273383505  1.279940E-15
3.7274922494  1.074106E-15
3.7276461483  9.354684E-16
3.7278000472  8.692283E-16
3.7279539461  8.077311E-16
3.728107845  7.211445E-16
3.7282617439  6.826600E-16
3.7284156428  7.012608E-16
3.7285695417  7.410485E-16
3.7287234406  7.775010E-16
3.7288773395  8.414570E-16
3.7290312384  1.001236E-15
3.7291851373  1.231211E-15
3.7293390362  1.428151E-15
3.7294929351  1.485930E-15
3.729646834  1.376835E-15
3.7298007329  1.177315E-15
3.7299546318  1.008454E-15
3.7301085307  8.759453E-16
3.7302624296  7.935916E-16
3.7304163285  7.832519E-16
3.7305702274  7.950121E-16
3.7307241263  7.395535E-16
3.7308780252  6.555600E-16
3.7310319241  5.835126E-16
3.731185823  5.005081E-16
3.7313397219  3.781910E-16
3.7314936208  3.198368E-16
3.7316475197  3.698969E-16
3.7318014186  4.213029E-16
3.7319553175  4.160949E-16
3.7321092164  4.299464E-16
3.7322631153  4.783742E-16
3.7324170142  4.879932E-16
3.7325709131  4.606386E-16
3.732724812  4.561519E-16
3.7328787109  5.074889E-16
3.7330326098  5.780747E-16
3.7331865087  6.888624E-16
3.7333404076  7.961492E-16
3.7334943065  8.355337E-16
3.7336482054  8.148661E-16
3.7338021043  8.247468E-16
3.7339560032  8.878838E-16
3.7341099021  9.869468E-16
3.734263801  1.091888E-15
3.7344176999  1.167211E-15
3.7345715988  1.180744E-15
3.7347254977  1.125346E-15
3.7348793966  1.072622E-15
3.7350332955  1.005928E-15
3.7351871944  8.882014E-16
3.7353410933  7.384921E-16
3.7354949922  6.174867E-16
3.7356488911  5.088818E-16
3.73580279  4.122172E-16
3.7359566889  3.668056E-16
3.7361105878  3.528905E-16
3.7362644867  2.930337E-16
3.7364183856  2.068248E-16
3.7365722845  1.399236E-16
3.7367261834  1.492418E-16
3.7368800823  2.133825E-16
3.7370339812  2.239615E-16
3.7371878801  1.096240E-16
3.737341779  3.247111E-17
3.7374956779  6.128125E-17
3.7376495768  1.190176E-16
3.7378034757  1.590517E-16
3.7379573746  2.159245E-16
3.7381112735  2.585955E-16
3.7382651724  2.701829E-16
3.7384190713  3.087025E-16
3.7385729702  3.848271E-16
3.7387268691  4.321309E-16
3.738880768  4.002092E-16
3.7390346669  3.594479E-16
3.7391885658  3.345502E-16
3.7393424647  3.055689E-16
3.7394963636  2.724487E-16
3.7396502625  2.693168E-16
3.7398041614  3.150248E-16
3.7399580603  3.785294E-16
3.7401119592  4.308138E-16
3.7402658581  4.956118E-16
3.740419757  5.548770E-16
3.7405736559  5.639559E-16
3.7407275548  5.697496E-16
3.7408814537  5.903368E-16
3.7410353526  5.843368E-16
3.7411892515  5.385585E-16
3.7413431504  4.658623E-16
3.7414970493  3.930628E-16
3.7416509482  3.813187E-16
3.7418048471  4.125335E-16
3.741958746  4.903170E-16
3.7421126449  6.161175E-16
3.7422665438  7.795614E-16
3.7424204427  9.507222E-16
3.7425743416  1.068710E-15
3.7427282405  1.143875E-15
3.7428821394  1.209174E-15
3.7430360383  1.258858E-15
3.7431899372  1.243342E-15
3.7433438361  1.108368E-15
3.743497735  8.400323E-16
3.7436516339  2.346828E-16
3.7438055328  2.583434E-16
3.7439594317  4.255206E-16
3.7441133306  5.001780E-16
3.7442672295  4.348040E-16
3.7444211284  2.511525E-16
3.7445750273  4.705268E-17
3.7447289262  -9.560884E-17
3.7448828251  -1.322299E-16
3.745036724  -1.058939E-16
3.7451906229  -8.717324E-17
3.7453445218  -6.963881E-18
3.7454984207  8.847386E-17
3.7456523196  9.925278E-17
3.7458062185  4.191034E-17
3.7459601174  2.496418E-17
3.7461140163  1.037704E-16
3.7462679152  2.150024E-16
3.7464218141  2.296577E-16
3.746575713  1.514245E-16
3.7467296119  1.010642E-16
3.7468835108  1.144795E-16
3.7470374097  1.298972E-16
3.7471913086  1.748200E-16
3.7473452075  2.467492E-16
3.7474991064  1.571958E-16
3.7476530053  4.922532E-17
3.7478069042  7.373337E-17
3.7479608031  8.758321E-17
3.748114702  -8.362714E-17
3.7482686009  -2.151201E-16
3.7484224998  -2.252307E-16
3.7485763987  -1.653345E-16
3.7487302976  -1.267123E-16
3.7488841965  -1.379825E-16
3.7490380954  -1.570793E-16
3.7491919943  -1.541270E-16
3.7493458932  -1.067317E-16
3.7494997921  -3.051775E-17
3.749653691  -3.324393E-17
3.7498075899  -1.192402E-16
3.7499614888  -1.487081E-16
3.7501153877  -8.492818E-17
3.7502692866  -5.182402E-17
3.7504231855  -7.126088E-17
3.7505770844  -6.960324E-17
3.7507309833  -3.640675E-17
3.7508848822  -2.134481E-17
3.7510387811  -1.050406E-17
3.75119268  5.650641E-17
3.7513465789  1.071412E-16
3.7515004778  8.264966E-17
3.7516543767  6.591441E-17
3.7518082756  8.774457E-17
3.7519621745  7.656627E-17
3.7521160734  6.508135E-17
3.7522699723  1.099195E-16
3.7524238712  2.168442E-16
3.7525777701  3.425926E-16
3.752731669  4.062785E-16
3.7528855679  3.616547E-16
3.7530394668  2.714855E-16
3.7531933657  2.571427E-16
3.7533472646  2.235862E-16
3.7535011635  2.276100E-16
3.7536550624  3.136902E-16
3.7538089613  3.527469E-16
3.7539628602  2.744243E-16
3.7541167591  2.326643E-16
3.754270658  2.299830E-16
3.7544245569  2.015714E-16
3.7545784558  2.348208E-16
3.7547323547  2.544737E-16
3.7548862536  1.860749E-16
3.7550401525  1.053290E-16
3.7551940514  8.349077E-17
3.7553479503  8.343020E-17
3.7555018492  7.976890E-17
3.7556557481  3.703948E-17
3.755809647  6.394252E-18
3.7559635459  1.770002E-17
3.7561174448  2.313755E-17
3.7562713437  3.235666E-19
3.7564252426  -1.067770E-17
3.7565791415  -3.562621E-17
3.7567330404  -2.271531E-17
3.7568869393  -1.986208E-17
3.7570408382  -4.935788E-17
3.7571947371  -5.349437E-17
3.757348636  -2.429672E-17
3.7575025349  2.157139E-17
3.7576564338  4.820422E-17
3.7578103327  8.114576E-19
3.7579642316  -3.849426E-17
3.7581181305  -2.608861E-17
3.7582720294  2.663919E-19
3.7584259283  2.931369E-17
3.7585798272  1.577938E-17
3.7587337261  4.328000E-17
3.758887625  1.650248E-17
3.7590415239  2.035399E-17
3.7591954228  2.606331E-17
3.7593493217  1.845092E-17
3.7595032206  2.606331E-17
3.7596571195  2.606331E-17
3.7598110184  2.606331E-17
3.7599649173  1.650248E-17
3.7601188162  2.035399E-17
3.7602727151  2.986956E-17
3.760426614  2.986956E-17
3.7605805129  6.074454E-17
3.7607344118  3.557882E-17
3.7608883107  9.667187E-18
3.7610422096  -7.578488E-17
3.7611961085  -3.972288E-17
3.7613500074  2.426665E-17
3.7615039063  -2.528690E-17
3.7616578052  -1.354469E-16
3.7618117041  -1.643278E-16
3.761965603  -1.199403E-16
3.7621195019  -6.751107E-17
3.7622734008  -3.874583E-17
3.7624272997  -5.313141E-17
3.7625811986  -4.343373E-17
3.7627350975  3.576851E-17
3.7628889964  8.202116E-17
3.7630428953  -1.043841E-17
3.7631967942  -9.472751E-17
3.7633506931  -7.546852E-17
3.763504592  -1.550324E-17
3.7636584909  5.196971E-18
3.7638123898  2.598062E-17
3.7639662887  7.997473E-17
3.7641201876  1.420726E-17
3.7642740865  1.420726E-17
3.7644279854  1.948348E-17
3.7645818843  1.948348E-17
3.7647357832  2.739789E-17
3.7648896821  1.948348E-17
3.765043581  2.475978E-17
3.7651974799  1.948348E-17
3.7653513788  1.420726E-17
3.7655052777  1.948348E-17
3.7656591766  1.948348E-17
3.7658130755  1.420726E-17
3.7659669744  1.948348E-17
3.7661208733  1.948348E-17
3.7662747722  1.948348E-17
3.7664286711  1.420726E-17
3.76658257  1.420726E-17
3.7667364689  8.930957E-18
3.7668903678  1.420726E-17
3.7670442667  8.930957E-18
3.7671981656  1.156909E-17
3.7673520645  1.156909E-17
3.7675059634  1.684537E-17
3.7676598623  1.156909E-17
3.7678137612  1.156909E-17
3.7679676601  1.684537E-17
3.768121559  1.684537E-17
3.7682754579  1.156909E-17
3.7684293568  1.156909E-17
3.7685832557  1.156909E-17
3.7687371546  1.156909E-17
3.7688910535  1.156909E-17
3.7690449524  1.156909E-17
3.7691988513  1.156909E-17
3.7693527502  3.591870E-18
3.7695066491  8.930957E-18
3.769660548  8.930957E-18
3.7698144469  1.420726E-17
3.7699683458  1.420726E-17
3.7701222447  8.930957E-18
3.7702761436  8.930957E-18
3.7704300425  8.930957E-18
3.7705839414  8.930957E-18
3.7707378403  8.930957E-18
3.7708917392  8.930957E-18
3.7710456381  8.930957E-18
3.771199537  8.930957E-18
3.7713534359  1.420726E-17
3.7715073348  8.930957E-18
3.7716612337  8.930957E-18
3.7718151326  8.930957E-18
3.7719690315  9.537591E-19
3.7721229304  -4.074991E-17
3.7722768293  7.916201E-17
3.7724307282  1.142686E-16
3.7725846271  1.209461E-16
3.772738526  9.245111E-17
3.7728924249  7.623000E-17
3.7730463238  1.133233E-16
3.7732002227  1.147238E-16
3.7733541216  7.680175E-17
3.7735080205  1.173937E-16
3.7736619194  4.883230E-17
3.7738158183  2.401762E-18
3.7739697172  -2.809269E-17
3.7741236161  -3.433490E-17
3.774277515  5.016129E-18
3.7744314139  4.176931E-17
3.7745853128  2.389268E-17
3.7747392117  -2.137657E-17
3.7748931106  -3.293264E-17
3.7750470095  3.311433E-17
3.7752009084  2.380628E-17
3.7753548073  -2.346747E-17
3.7755087062  -3.669050E-17
3.7756626051  -1.767038E-17
3.775816504  -1.441057E-17
3.7759704029  1.952962E-17
3.7761243018  7.744338E-17
3.7762782007  6.925511E-17
3.7764320996  1.073563E-16
3.7765859985  1.062959E-16
3.7767398974  1.012026E-16
3.7768937963  1.338202E-16
3.7770476952  1.921617E-16
3.7772015941  2.927837E-16
3.777355493  3.838821E-16
3.7775093919  4.527209E-16
3.7776632908  5.056702E-16
3.7778171897  4.728638E-16
3.7779710886  3.846783E-16
3.7781249875  1.709982E-16
3.7782788864  4.994403E-17
3.7784327853  9.008534E-17
3.7785866842  8.394393E-17
3.7787405831  -2.345519E-17
3.778894482  -7.704739E-17
3.7790483809  -4.918720E-17
3.7792022798  -1.496199E-17
3.7793561787  2.489006E-17
3.7795100776  2.750994E-17
3.7796639765  2.367203E-17
3.7798178754  3.149819E-17
3.7799717743  5.595796E-17
3.7801256732  2.348126E-17
3.7802795721  2.975216E-17
3.780433471  3.445535E-17
3.7805873699  2.975216E-17
3.7807412688  3.445535E-17
3.7808951677  2.975216E-17
3.7810490666  2.818445E-17
3.7812029655  2.975216E-17
3.7813568644  3.445535E-17
3.7815107633  3.445535E-17
3.7816646622  3.445535E-17
3.7818185611  3.445535E-17
3.78197246  3.445535E-17
3.7821263589  3.445535E-17
3.7822802578  3.762815E-17
3.7824341567  3.762815E-17
3.7825880556  3.762815E-17
3.7827419545  4.233135E-17
3.7828958534  3.762815E-17
3.7830497523  4.233135E-17
3.7832036512  4.233135E-17
3.7833575501  4.546678E-17
3.783511449  6.938047E-18
3.7836653479  1.917005E-17
3.7838192468  6.166358E-17
3.7839731457  6.905097E-17
3.7841270446  8.916885E-17
3.7842809435  1.483303E-16
3.7844348424  2.118091E-16
3.7845887413  2.229001E-16
3.7847426402  1.052769E-16
3.7848965391  3.712588E-17
3.785050438  5.091727E-17
3.7852043369  -3.743462E-18
3.7853582358  -8.420312E-17
3.7855121347  -6.063274E-17
3.7856660336  3.460553E-18
3.7858199325  3.649526E-17
3.7859738314  4.016080E-17
3.7861277303  3.575623E-17
3.7862816292  7.462064E-17
3.7864355281  1.315823E-16
3.786589427  1.369762E-16
3.7867433259  1.319123E-16
3.7868972248  1.089606E-16
3.7870511237  1.059664E-16
3.7872050226  1.671044E-16
3.7873589215  2.444516E-16
3.7875128204  2.362697E-16
3.7876667193  1.849103E-16
3.7878206182  1.696785E-16
3.7879745171  2.050976E-16
3.788128416  2.961706E-16
3.7882823149  4.020666E-16
3.7884362138  4.989913E-16
3.7885901127  6.769072E-16
3.7887440116  8.071593E-16
3.7888979105  8.152574E-16
3.7890518094  7.498808E-16
3.7892057083  6.974774E-16
3.7893596072  5.559238E-16
3.7895135061  3.824815E-16
3.789667405  2.794040E-16
3.7898213039  2.420740E-16
3.7899752028  2.281119E-16
3.7901291017  1.908162E-16
3.7902830006  1.218059E-16
3.7904368995  1.052582E-16
3.7905907984  1.852999E-16
3.7907446973  2.258037E-16
3.7908985962  1.983412E-16
3.7910524951  1.909848E-16
3.791206394  2.091782E-16
3.7913602929  1.342268E-16
3.7915141918  7.470322E-17
3.7916680907  1.117198E-16
3.7918219896  1.814175E-16
3.7919758885  1.606555E-16
3.7921297874  7.802275E-17
3.7922836863  1.030670E-17
3.7924375852  -4.780019E-17
3.7925914841  1.616986E-18
3.792745383  9.004680E-17
3.7928992819  6.824544E-18
3.7930531808  -2.236040E-17
3.7932070797  1.073233E-16
3.7933609786  2.028064E-16
3.7935148775  2.197115E-16
3.7936687764  2.753586E-16
3.7938226753  3.444027E-16
3.7939765742  3.158192E-16
3.7941304731  2.610035E-16
3.794284372  3.214435E-16
3.7944382709  4.207568E-16
3.7945921698  5.269345E-16
3.7947460687  7.069367E-16
3.7948999676  8.315344E-16
3.7950538665  9.235298E-16
3.7952077654  1.027076E-15
3.7953616643  1.108226E-15
3.7955155632  1.097391E-15
3.7956694621  1.091253E-15
3.795823361  1.101089E-15
3.7959772599  1.021932E-15
3.7961311588  9.919383E-16
3.7962850577  8.117782E-16
3.7964389566  5.809126E-16
3.7965928555  4.744541E-16
3.7967467544  4.663653E-16
3.7969006533  4.458646E-16
3.7970545522  3.610677E-16
3.7972084511  2.839576E-16
3.79736235  2.719154E-16
3.7975162489  3.525974E-16
3.7976701478  4.661324E-16
3.7978240467  4.312169E-16
3.7979779456  4.311224E-16
3.7981318445  4.045866E-16
3.7982857434  2.861519E-16
3.7984396423  2.485974E-16
3.7985935412  2.090019E-16
3.7987474401  2.056624E-16
3.798901339  2.039926E-16
3.7990552379  1.922645E-16
3.7992091368  2.140112E-16
3.7993630357  2.173507E-16
3.7995169346  2.407671E-16
3.7996708335  2.691928E-16
3.7998247324  3.176953E-16
3.7999786313  3.461210E-16
3.8001325302  4.999775E-16
3.8002864291  5.518196E-16
3.800440328  6.316599E-16
3.8005942269  6.972747E-16
3.8007481258  7.405213E-16
3.8009020247  7.303615E-16
3.8010559236  4.960165E-16
3.8012098225  4.115611E-16
3.8013637214  3.553785E-16
3.8015176203  3.042028E-16
3.8016715192  3.856282E-16
3.8018254181  4.077132E-16
3.801979317  3.880327E-16
3.8021332159  3.022508E-16
3.8022871148  2.378246E-16
3.8024410137  2.269854E-16
3.8025949126  2.018658E-16
3.8027488115  1.967640E-16
3.8029027104  2.047845E-16
3.8030566093  2.314274E-16
3.8032105082  1.920753E-16
3.8033644071  1.260744E-16
3.803518306  4.914809E-17
3.8036722049  3.448096E-17
3.8038261038  7.224633E-17
3.8039800027  7.434166E-17
3.8041339016  1.121070E-16
3.8042878005  1.414912E-16
3.8044416994  2.726835E-16
3.8045955983  2.426711E-16
3.8047494972  1.642706E-16
3.8049033961  1.469677E-16
3.805057295  1.232624E-16
3.8052111939  1.149166E-16
3.8053650928  9.938561E-17
3.8055189917  2.849139E-17
3.8056728906  -1.010604E-16
3.8058267895  -7.127173E-17
3.8059806884  -3.666637E-18
3.8061345873  1.810243E-17
3.8062884862  3.370580E-17
3.8064423851  -3.601948E-18
3.806596284  -2.662490E-17
3.8067501829  2.178824E-17
3.8069040818  8.758419E-17
3.8070579807  1.409784E-16
3.8072118796  1.992583E-16
3.8073657785  2.060430E-16
3.8075196774  1.674055E-16
3.8076735763  2.025416E-16
3.8078274752  1.959270E-16
3.8079813741  5.091716E-17
3.808135273  1.424803E-16
3.8082891719  2.138298E-16
3.8084430708  3.659911E-16
3.8085969697  4.561172E-16
3.8087508686  3.764904E-16
3.8089047675  2.000730E-16
3.8090586664  1.206360E-16
3.8092125653  1.915173E-16
3.8093664642  1.661600E-16
3.8095203631  9.111663E-17
3.809674262  7.382596E-17
3.8098281609  4.295064E-16
3.8099820598  7.173342E-16
3.8101359587  5.572684E-16
3.8102898576  2.840389E-16
3.8104437565  1.271298E-16
3.8105976554  1.451487E-16
3.8107515543  9.901442E-17
3.8109054532  2.589187E-17
3.8110593521  -1.040571E-16
3.811213251  -1.456842E-16
3.8113671499  -1.503460E-16
3.8115210488  -8.903719E-17
3.8116749477  7.603606E-17
3.8118288466  7.396350E-17
3.8119827455  1.618361E-17
3.8121366444  1.184319E-17
3.8122905433  4.840807E-18
3.8124444422  -6.044864E-18
3.8125983411  -9.505907E-18
3.81275224  -9.924434E-18
3.8129061389  -4.309465E-18
3.8130600378  1.025761E-17
3.8132139367  9.737080E-18
3.8133678356  3.934217E-18
3.8135217345  3.668341E-18
3.8136756334  1.830200E-18
3.8138295323  -4.105728E-19
3.8139834312  -1.476590E-18
3.8141373301  -1.403812E-18
3.814291229  -5.271589E-19
3.8144451279  8.789423E-19
3.8145990268  9.503974E-19
3.8147529257  3.311634E-19
3.8149068246  5.823352E-22
3.8150607235  5.545154E-19
3.8152146224  8.799084E-19
3.8153685213  -8.635766E-19
3.8155224202  -3.278097E-18
3.8156763191  -4.495336E-18
3.815830218  -4.887221E-18
3.8159841169  -4.940028E-18
3.8161380158  -6.151100E-18
3.8162919147  -6.008375E-18
3.8164458136  -6.655932E-18
3.8165997125  -8.880876E-18
3.8167536114  -8.587908E-18
3.8169075103  -8.826348E-18
3.8170614092  -7.466172E-18
3.8172153081  -4.525909E-18
3.817369207  -6.994057E-18
3.8175231059  -1.589616E-17
3.8176770048  -3.120914E-17
3.8178309037  -4.578171E-17
3.8179848026  -5.579342E-17
3.8181387015  -7.151753E-17
3.8182926004  -8.721602E-17
3.8184464993  -9.750302E-17
3.8186003982  -9.075111E-17
3.8187542971  -5.776765E-17
3.818908196  -5.242710E-18
3.8190620949  5.159204E-17
3.8192159938  9.645694E-17
3.8193698927  1.353587E-16
3.8195237916  1.794153E-16
3.8196776905  2.192135E-16
3.8198315894  2.416321E-16
3.8199854883  2.318154E-16
3.8201393872  1.997756E-16
3.8202932861  8.151734E-17
3.820447185  -3.506981E-19
3.8206010839  -1.357730E-17
3.8207549828  1.239916E-16
3.8209088817  9.995015E-17
3.8210627806  3.606155E-17
3.8212166795  7.412915E-17
3.8213705784  -2.016852E-18
3.8215244773  -1.906248E-17
3.8216783762  3.434220E-17
3.8218322751  -3.574728E-17
3.821986174  -4.512246E-17
3.8221400729  6.258250E-17
3.8222939718  3.331115E-17
3.8224478707  -1.792009E-17
3.8226017696  -3.151362E-17
3.8227556685  -2.201241E-17
3.8229095674  4.031441E-17
3.8230634663  1.050453E-16
3.8232173652  6.318449E-17
3.8233712641  -7.692735E-17
3.823525163  -6.607763E-17
3.8236790619  -2.261578E-18
3.8238329608  -7.174932E-18
3.8239868597  5.881757E-17
3.8241407586  1.215942E-16
3.8242946575  2.600828E-18
3.8244485564  -7.046357E-17
3.8246024553  -8.603406E-19
3.8247563542  1.114752E-17
3.8249102531  8.394123E-18
3.825064152  -1.063695E-18
3.8252180509  3.577997E-17
3.8253719498  4.245439E-17
3.8255258487  4.107928E-17
3.8256797476  6.105789E-17
3.8258336465  3.273691E-17
3.8259875454  -8.394241E-17
3.8261414443  -1.228591E-16
3.8262953432  -1.444213E-17
3.8264492421  -3.213445E-17
3.826603141  -1.081658E-16
3.8267570399  -4.508890E-17
3.8269109388  1.315369E-16
3.8270648377  6.450953E-17
3.8272187366  -7.927272E-17
3.8273726355  -4.024481E-17
3.8275265344  7.124495E-17
3.8276804333  1.576783E-16
3.8278343322  1.246094E-16
3.8279882311  6.021736E-18
3.82814213  -1.918362E-17
3.8282960289  -6.426102E-17
3.8284499278  -1.169935E-16
3.8286038267  -6.241336E-17
3.8287577256  2.555517E-17
3.8289116245  1.732069E-17
3.8290655234  -5.909988E-17
3.8292194223  -3.518876E-17
3.8293733212  2.643866E-17
3.8295272201  2.592501E-17
3.829681119  3.321470E-17
3.8298350179  7.991261E-17
3.8299889168  3.300617E-17
3.8301428157  -8.802598E-17
3.8302967146  -6.897948E-17
3.8304506135  -5.317624E-17
3.8306045124  -1.931244E-17
3.8307584113  1.125062E-16
3.8309123102  -3.419295E-17
3.8310662091  -2.148701E-17
3.831220108  8.423389E-17
3.8313740069  9.389758E-17
3.8315279058  5.793091E-17
3.8316818047  6.439047E-17
3.8318357036  1.675765E-17
3.8319896025  -1.211527E-16
3.8321435014  -1.537678E-16
3.8322974003  -6.805312E-17
3.8324512992  4.528461E-18
3.8326051981  -1.231091E-17
3.832759097  7.734398E-17
3.8329129959  3.745989E-17
3.8330668948  -1.571201E-17
3.8332207937  1.542834E-17
3.8333746926  5.406053E-17
3.8335285915  -3.352734E-17
3.8336824904  -2.503160E-17
3.8338363893  4.542862E-17
3.8339902882  -1.315623E-17
3.8341441871  7.837791E-18
3.834298086  -4.430362E-17
3.8344519849  -3.391876E-17
3.8346058838  9.103753E-17
3.8347597827  8.219937E-17
3.8349136816  -7.174351E-17
3.8350675805  -5.331717E-17
3.8352214794  7.499532E-18
3.8353753783  1.366329E-18
3.8355292772  2.970748E-17
3.8356831761  4.633840E-17
3.835837075  4.207570E-17
3.8359909739  6.197236E-17
3.8361448728  9.749333E-17
3.8362987717  3.090059E-17
3.8364526706  -1.960495E-16
3.8366065695  -1.810492E-16
3.8367604684  8.381030E-17
3.8369143673  1.185893E-16
3.8370682662  6.404204E-18
3.8372221651  -3.672820E-17
3.837376064  -9.795915E-17
3.8375299629  -6.843666E-17
3.8376838618  6.603257E-18
3.8378377607  6.578503E-17
3.8379916596  3.804237E-17
3.8381455585  -8.515180E-17
3.8382994574  -1.219067E-16
3.8384533563  -1.906481E-17
3.8386072552  1.547201E-16
3.8387611541  8.083934E-17
3.838915053  -1.572470E-16
3.8390689519  -1.437267E-16
3.8392228508  2.689584E-17
3.8393767497  8.861066E-17
3.8395306486  4.720536E-17
3.8396845475  -9.133599E-17
3.8398384464  -1.120506E-16
3.8399923453  6.846991E-17
3.8401462442  -2.776849E-17
3.8403001431  -2.572858E-16
3.840454042  -2.343655E-16
3.8406079409  -2.490309E-16
3.8407618398  -1.657684E-16
3.8409157387  -4.976869E-17
3.8410696376  -1.823831E-17
3.8412235365  -7.124500E-17
3.8413774354  6.733912E-20
3.8415313343  -4.491795E-17
3.8416852332  -2.448095E-17
3.8418391321  -1.530229E-17
3.841993031  -8.637534E-17
3.8421469299  -1.705677E-16
3.8423008288  -6.641352E-17
3.8424547277  1.593523E-17
3.8426086266  -6.768556E-17
3.8427625255  -2.054368E-16
3.8429164244  -1.541208E-16
3.8430703233  -1.095510E-17
3.8432242222  3.575178E-17
3.8433781211  -1.608600E-17
3.84353202  -3.771520E-17
3.8436859189  1.007859E-16
3.8438398178  1.826025E-16
3.8439937167  -2.831928E-17
3.8441476156  -9.245682E-17
3.8443015145  -9.602940E-17
3.8444554134  2.606214E-17
3.8446093123  8.609836E-17
3.8447632112  1.141282E-16
3.8449171101  6.974914E-17
3.845071009  1.478911E-16
3.8452249079  2.661259E-16
3.8453788068  2.409104E-16
3.8455327057  1.553497E-16
3.8456866046  1.193340E-16
3.8458405035  -4.954169E-17
3.8459944024  -6.686478E-18
3.8461483013  2.136776E-16
3.8463022002  3.860162E-17
3.8464560991  -1.080225E-16
3.846609998  -1.402242E-17
3.8467638969  -4.072534E-18
3.8469177958  -8.157160E-17
3.8470716947  -9.928645E-17
3.8472255936  -3.230160E-17
3.8473794925  7.345554E-17
3.8475333914  4.116114E-17
3.8476872903  8.164508E-17
3.8478411892  1.420267E-16
3.8479950881  9.358126E-17
3.848148987  1.826633E-16
3.8483028859  2.712941E-16
3.8484567848  2.293469E-16
3.8486106837  3.305184E-16
3.8487645826  4.150788E-16
3.8489184815  3.783264E-16
3.8490723804  2.594377E-16
3.8492262793  2.896920E-16
3.8493801782  1.797611E-16
3.8495340771  7.714691E-17
3.849687976  1.022295E-16
3.8498418749  -2.333195E-17
3.8499957738  1.179493E-19
3.8501496727  7.673123E-17
3.8503035716  8.688673E-17
3.8504574705  1.207331E-16
3.8506113694  1.568392E-16
3.8507652683  6.314631E-17
3.8509191672  -1.016128E-16
3.8510730661  -5.712814E-18
3.851226965  2.688059E-18
3.8513808639  -8.044102E-17
3.8515347628  -2.321254E-16
3.8516886617  -2.705444E-17
3.8518425606  -3.171990E-17
3.8519964595  -1.020666E-16
3.8521503584  -3.626021E-17
